Area,Days,Height,Location
Nesbyen,1,170,"Buskerud, Norway"
Flaggberg,1,180,"Innlandet, Norway"
Natten,1,240,"Buskerud, Norway"
Jarberget,2,385,"Innlandet, Norway"
